district,price,area,room_count,budget,transport,distance,safety,features,social
Görükle,7260.0,54.8,1+1,0.9589487818914253,0.5900000000000001,1.0,0.63,0.7616666666666666,0.5207383966244726
Görükle,13380.0,79.2,2+1,0.8415499712257817,0.55,0.9320754716981132,0.63,0.9041666666666666,0.49120253164556965
Görükle,9070.0,51.8,1+1,0.9242278918089392,0.55,0.9584905660377359,0.64,0.6883333333333332,0.5536286919831224
Görükle,18580.0,109.2,3+1,0.7417993477843852,0.58,1.0,0.72,0.8524999999999999,0.55542194092827
Görükle,9130.0,88.0,2+1,0.9230769230769231,0.71,0.9207547169811321,0.6599999999999999,0.47916666666666663,0.4190084388185654
Görükle,15600.0,108.6,3+1,0.7989641281411854,0.62,1.0,0.7,0.8716666666666666,0.5162869198312237
Görükle,16780.0,112.3,3+1,0.7763284097448686,0.64,1.0,0.55,0.8291666666666666,0.5119831223628692
Görükle,12810.0,86.9,2+1,0.8524841741799347,0.5700000000000001,1.0,0.74,0.8408333333333333,0.4606540084388186
Görükle,17080.0,115.4,3+1,0.770573566084788,0.78,0.9849056603773585,0.75,0.7683333333333333,0.37588607594936707
Görükle,19160.0,117.7,3+1,0.7306733167082294,0.74,1.0,0.6900000000000001,0.7141666666666666,0.429873417721519
Görükle,10690.0,80.2,2+1,0.8931517360445042,0.52,0.9547169811320755,0.75,0.7258333333333332,0.5101898734177215
Görükle,13440.0,70.4,2+1,0.8403990024937655,0.5900000000000001,0.9811320754716981,0.63,0.9766666666666666,0.5118354430379747
Görükle,9950.0,109.8,3+1,0.9073470170727028,0.62,0.9169811320754717,0.7,0.5066666666666666,0.44331223628691985
Görükle,10390.0,56.2,1+1,0.8989065797045847,0.6599999999999999,0.9283018867924528,0.62,0.8758333333333332,0.4579957805907173
Görükle,6900.0,58.1,1+1,0.9658545942835219,0.53,0.909433962264151,0.51,0.6358333333333333,0.5316033755274261
Görükle,7580.0,55.3,1+1,0.9528102819873393,0.58,0.9660377358490566,0.6799999999999999,0.6066666666666667,0.44221518987341774
Görükle,16980.0,100.0,3+1,0.7724918473048149,0.53,0.9735849056603774,0.63,0.8125,0.5612869198312236
Görükle,15750.0,109.7,3+1,0.7960867063111452,0.63,0.879245283018868,0.58,0.9416666666666667,0.4533122362869198
Görükle,16690.0,101.4,3+1,0.7780548628428927,0.6799999999999999,0.9169811320754717,0.71,0.6416666666666666,0.39354430379746835
Görükle,25930.0,125.5,3+1,0.6008056781124113,0.53,0.9320754716981132,0.63,0.7749999999999999,0.5130801687763713
Görükle,16850.0,94.6,2+1,0.7749856128908498,0.64,0.9245283018867925,0.6900000000000001,0.8666666666666666,0.5190928270042194
Görükle,11320.0,78.7,2+1,0.881066564358335,0.6,0.8679245283018868,0.73,0.9249999999999999,0.470337552742616
Görükle,8360.0,58.9,1+1,0.9378476884711299,0.62,0.9660377358490566,0.65,0.9508333333333332,0.5417510548523207
Görükle,8370.0,55.7,1+1,0.9376558603491272,0.67,1.0,0.64,0.7024999999999999,0.42198312236286917
Görükle,18670.0,126.2,3+1,0.7400728946863611,0.51,0.9433962264150944,0.64,0.8875,0.5390928270042195
Görükle,14510.0,82.9,2+1,0.8198733934394782,0.62,0.9924528301886792,0.6599999999999999,0.7,0.5065189873417721
Görükle,13140.0,74.5,2+1,0.8461538461538461,0.5900000000000001,1.0,0.65,1.0,0.5573839662447257
Görükle,15950.0,121.9,3+1,0.7922501438710915,0.73,0.9849056603773585,0.74,0.8716666666666666,0.5086286919831224
Görükle,15720.0,94.5,2+1,0.7966621906771533,0.67,0.9547169811320755,0.61,0.9508333333333332,0.5312025316455696
Görükle,14210.0,81.7,2+1,0.8256282370995588,0.53,0.9622641509433962,0.6900000000000001,0.8008333333333333,0.42120253164556964
Görükle,14450.0,88.8,2+1,0.8210243621714943,0.53,1.0,0.67,0.6608333333333334,0.5151898734177215
Görükle,14210.0,86.3,2+1,0.8256282370995588,0.52,0.9735849056603774,0.71,0.9275,0.5167510548523206
Görükle,7410.0,46.4,1+1,0.956071360061385,0.6,1.0,0.63,0.9883333333333333,0.5268354430379747
Görükle,15920.0,91.3,2+1,0.7928256282370996,0.5599999999999999,1.0,0.75,0.815,0.48909282700421947
Görükle,9220.0,62.9,1+1,0.9213504699788989,0.6799999999999999,1.0,0.71,0.8008333333333333,0.46909282700421945
Görükle,12940.0,83.3,2+1,0.8499904085938998,0.5900000000000001,1.0,0.76,0.7166666666666666,0.4975316455696203
Görükle,19640.0,113.0,3+1,0.7214655668521005,0.5900000000000001,0.8981132075471698,0.58,0.7774999999999999,0.48744725738396627
Görükle,6820.0,47.4,1+1,0.9673892192595435,0.63,0.8943396226415095,0.47000000000000003,0.4666666666666667,0.5133122362869198
Görükle,7640.0,54.4,1+1,0.9516593132553233,0.63,1.0,0.65,0.9158333333333333,0.5608860759493671
Görükle,14500.0,93.1,2+1,0.8200652215614809,0.58,1.0,0.65,0.6816666666666666,0.5459704641350211
Görükle,9140.0,79.8,2+1,0.9228850949549204,0.49000000000000005,0.8981132075471698,0.6799999999999999,0.6191666666666666,0.5351898734177215
Görükle,13950.0,120.3,3+1,0.8306157682716286,0.73,0.9433962264150944,0.74,0.6775,0.5480801687763713
Görükle,12150.0,80.1,2+1,0.8651448302321121,0.64,0.9547169811320755,0.63,0.5974999999999999,0.45354430379746835
Görükle,17910.0,102.8,3+1,0.7546518319585651,0.53,0.939622641509434,0.55,0.6675,0.5162869198312237
Görükle,18020.0,103.9,3+1,0.7525417226165356,0.5700000000000001,0.9433962264150944,0.52,0.8666666666666666,0.5212025316455696
Görükle,13200.0,76.4,2+1,0.84500287742183,0.67,0.9509433962264151,0.65,0.5716666666666667,0.4972995780590717
Görükle,22860.0,128.1,3+1,0.6596969115672358,0.64,0.9245283018867925,0.62,0.705,0.4675316455696203
Görükle,9670.0,64.6,1+1,0.912718204488778,0.61,0.8226415094339623,0.67,0.8483333333333334,0.545506329113924
Görükle,10070.0,53.2,1+1,0.9050450796086706,0.5900000000000001,1.0,0.74,0.8641666666666666,0.5267510548523207
Görükle,6880.0,47.3,1+1,0.9662382505275273,0.62,0.9509433962264151,0.74,0.8033333333333333,0.44588607594936713
Görükle,19000.0,123.7,3+1,0.7337425666602724,0.6,1.0,0.61,0.7916666666666666,0.5347257383966244
Görükle,13210.0,86.3,2+1,0.8448110492998273,0.64,0.9056603773584906,0.6900000000000001,0.5249999999999999,0.4979957805907173
Görükle,10750.0,60.7,1+1,0.892000767312488,0.61,0.9132075471698113,0.64,0.8833333333333333,0.42166666666666663
Görükle,10850.0,72.4,2+1,0.8900824860924612,0.58,0.9358490566037736,0.64,0.7749999999999999,0.49464135021097044
Görükle,7190.0,48.4,1+1,0.9602915787454441,0.6,0.9773584905660377,0.73,0.6766666666666666,0.5165189873417722
Görükle,12570.0,115.1,3+1,0.8570880491079993,0.5700000000000001,1.0,0.6799999999999999,0.7966666666666666,0.5494092827004219
Görükle,14470.0,90.6,2+1,0.820640705927489,0.43,0.9924528301886792,0.74,0.82,0.48776371308016875
Görükle,8200.0,75.5,2+1,0.9409169384231728,0.5700000000000001,1.0,0.63,0.7433333333333333,0.5957383966244726
Görükle,13690.0,82.2,2+1,0.8356032994436984,0.51,1.0,0.6799999999999999,0.7633333333333332,0.5386286919831224
Görükle,12340.0,86.9,2+1,0.8615000959140611,0.67,0.9811320754716981,0.74,0.8125,0.49120253164556965
Görükle,10360.0,71.5,2+1,0.8994820640705927,0.63,1.0,0.62,0.85,0.4116666666666666
Görükle,8510.0,62.2,1+1,0.9349702666410896,0.55,0.8339622641509434,0.64,0.6958333333333333,0.4762025316455696
Görükle,6590.0,47.1,1+1,0.9718012660656052,0.54,0.8867924528301887,0.7,0.8033333333333333,0.5217510548523207
Görükle,22320.0,146.3,4+1,0.6700556301553808,0.54,0.9924528301886792,0.67,0.5133333333333333,0.5370675105485232
Görükle,28100.0,146.2,4+1,0.5591789756378285,0.5700000000000001,1.0,0.65,0.9766666666666666,0.5024472573839662
Görükle,22010.0,111.7,3+1,0.676002301937464,0.6,1.0,0.7,0.7516666666666666,0.47120253164556963
Görükle,12430.0,74.2,2+1,0.8597736428160369,0.65,0.9886792452830189,0.6900000000000001,0.8833333333333333,0.47175105485232066
Görükle,20660.0,136.8,4+1,0.7018990984078266,0.58,0.9962264150943396,0.67,0.7874999999999999,0.5696413502109705
Görükle,20860.0,125.6,3+1,0.6980625359677729,0.61,0.9471698113207547,0.7,0.7024999999999999,0.6183966244725738
Görükle,21690.0,123.2,3+1,0.68214080184155,0.45,1.0,0.65,0.6675,0.4815189873417722
Görükle,11170.0,82.0,2+1,0.8839439861883752,0.55,0.8943396226415095,0.7,0.7825,0.5292616033755274
Görükle,13370.0,77.6,2+1,0.8417417993477844,0.49000000000000005,1.0,0.65,0.6649999999999999,0.45510548523206745
Görükle,8990.0,54.2,1+1,0.9257625167849607,0.63,0.9207547169811321,0.67,0.9883333333333333,0.5881645569620253
Görükle,21460.0,137.8,4+1,0.6865528486476118,0.76,1.0,0.5900000000000001,0.9299999999999999,0.4740928270042194
Görükle,14160.0,87.6,2+1,0.8265873777095722,0.5700000000000001,0.9320754716981132,0.6799999999999999,0.8266666666666667,0.6133966244725738
Görükle,9890.0,56.3,1+1,0.908497985804719,0.6900000000000001,1.0,0.58,0.8808333333333334,0.49854430379746834
Görükle,12980.0,87.7,2+1,0.8492230961058891,0.62,1.0,0.6599999999999999,0.5391666666666666,0.5246413502109705
Görükle,10370.0,87.6,2+1,0.89929023594859,0.54,1.0,0.67,0.5116666666666666,0.4575316455696203
Görükle,7550.0,57.2,1+1,0.9533857663533474,0.6799999999999999,0.8566037735849057,0.5700000000000001,0.7749999999999999,0.5148734177215191
Görükle,19070.0,104.6,3+1,0.7323997698062537,0.76,0.9471698113207547,0.62,0.7258333333333332,0.5077637130801688
Görükle,26300.0,128.5,3+1,0.5937080375983119,0.63,0.9056603773584906,0.64,0.6791666666666666,0.46932489451476794
Görükle,15810.0,119.6,3+1,0.794935737579129,0.49000000000000005,0.9245283018867925,0.6,0.37583333333333324,0.4506540084388186
Görükle,11480.0,82.7,2+1,0.8779973144062919,0.5900000000000001,0.8981132075471698,0.74,0.7283333333333333,0.4665189873417722
Görükle,14330.0,94.5,2+1,0.8233262996355266,0.5900000000000001,0.9811320754716981,0.74,0.8033333333333333,0.4769831223628692
Görükle,14800.0,85.8,2+1,0.8143103779014004,0.51,1.0,0.65,0.7075,0.5657383966244726
Görükle,12510.0,75.4,2+1,0.8582390178400153,0.5,0.9622641509433962,0.78,0.6491666666666667,0.5566033755274262
Görükle,8440.0,49.0,1+1,0.9363130634951083,0.62,0.9433962264150944,0.5700000000000001,0.7749999999999999,0.5206540084388186
Görükle,11280.0,77.7,2+1,0.8818338768463456,0.52,0.9811320754716981,0.6900000000000001,0.9016666666666666,0.4870675105485232
Görükle,7590.0,49.8,1+1,0.9526184538653366,0.6,0.9358490566037736,0.6599999999999999,0.6441666666666667,0.6373839662447257
Görükle,13250.0,77.6,2+1,0.8440437368118165,0.41,1.0,0.5700000000000001,0.9766666666666666,0.3958860759493671
Görükle,16590.0,92.7,2+1,0.7799731440629196,0.67,0.9735849056603774,0.67,0.7191666666666667,0.579493670886076
Görükle,5950.0,47.2,1+1,0.9840782658737771,0.5900000000000001,1.0,0.6599999999999999,0.6558333333333333,0.5016666666666667
Görükle,11330.0,63.8,1+1,0.8808747362363323,0.5,0.939622641509434,0.63,0.9766666666666666,0.5197257383966245
Görükle,12240.0,74.8,2+1,0.8634183771340879,0.5599999999999999,0.9849056603773585,0.5900000000000001,0.7516666666666666,0.45542194092827004
Görükle,8320.0,50.3,1+1,0.9386150009591406,0.6,0.9735849056603774,0.5700000000000001,0.9649999999999999,0.4362025316455696
Görükle,28330.0,169.8,4+1,0.5547669288317667,0.67,0.9320754716981132,0.51,0.7374999999999999,0.4565189873417722
Görükle,12690.0,80.3,2+1,0.854786111643967,0.71,1.0,0.6599999999999999,0.8666666666666666,0.5090928270042194
Görükle,12280.0,88.9,2+1,0.8626510646460771,0.5700000000000001,0.9811320754716981,0.64,0.7891666666666666,0.4808860759493671
Görükle,11760.0,76.9,2+1,0.8726261269902168,0.64,0.9320754716981132,0.6,0.7516666666666666,0.4458016877637131
Görükle,11360.0,60.7,1+1,0.8802992518703242,0.54,1.0,0.58,0.7774999999999999,0.5095569620253164
Görükle,17570.0,139.5,4+1,0.7611739881066564,0.43,0.9056603773584906,0.6799999999999999,0.6675,0.44464135021097045
Görükle,14140.0,76.0,2+1,0.8269710339535776,0.5700000000000001,0.9735849056603774,0.6799999999999999,0.8783333333333333,0.5715189873417721
Görükle,18410.0,105.7,3+1,0.7450604258584308,0.6799999999999999,0.9547169811320755,0.76,0.78,0.4384599156118144
Görükle,5810.0,53.2,1+1,0.9867638595818147,0.49000000000000005,0.9660377358490566,0.64,0.0,0.5647257383966244
Görükle,10970.0,86.5,2+1,0.8877805486284289,0.5599999999999999,1.0,0.6900000000000001,0.895,0.49229957805907176
Görükle,8490.0,79.9,2+1,0.935353922885095,0.77,1.0,0.62,0.6941666666666666,0.5322995780590718
Görükle,16450.0,136.0,4+1,0.7826587377709573,0.67,1.0,0.67,0.4041666666666666,0.47831223628691977
Görükle,14080.0,90.3,2+1,0.8281220026855938,0.51,1.0,0.6900000000000001,0.9183333333333332,0.48042194092827
Görükle,14090.0,73.0,2+1,0.827930174563591,0.5900000000000001,0.9584905660377359,0.65,0.7,0.5328481012658228
Görükle,10970.0,83.1,2+1,0.8877805486284289,0.7,1.0,0.63,0.46249999999999997,0.5138607594936708
Görükle,11760.0,78.3,2+1,0.8726261269902168,0.55,0.9433962264150944,0.61,0.8291666666666666,0.48729957805907176
Görükle,16040.0,77.2,2+1,0.7905236907730673,0.53,1.0,0.61,0.7283333333333333,0.4725316455696203
Görükle,11770.0,80.2,2+1,0.8724342988682141,0.6799999999999999,0.8037735849056604,0.75,0.9649999999999999,0.4651898734177215
Görükle,10190.0,54.8,1+1,0.9027431421446384,0.6799999999999999,0.9169811320754717,0.6900000000000001,0.8058333333333333,0.4625316455696203
Özlüce,14550.0,91.3,2+1,0.8191060809514674,0.6,0.769811320754717,0.5900000000000001,0.8758333333333332,0.6517721518987342
Özlüce,8720.0,46.4,1+1,0.9309418760790332,0.5700000000000001,0.8754716981132076,0.75,0.8783333333333333,0.6120042194092827
Özlüce,7480.0,47.3,1+1,0.9547285632073662,0.62,0.7886792452830189,0.6900000000000001,0.7616666666666666,0.6641139240506329
Özlüce,12550.0,55.4,1+1,0.8574717053520046,0.6799999999999999,0.8490566037735849,0.79,0.8008333333333333,0.6261392405063291
Özlüce,10530.0,61.2,1+1,0.8962209859965471,0.6799999999999999,0.7886792452830189,0.62,0.9624999999999999,0.6009071729957807
Özlüce,12210.0,70.6,2+1,0.8639938615000959,0.6,0.7547169811320755,0.67,0.6233333333333333,0.7272362869198312
Özlüce,18830.0,104.4,3+1,0.737003644734318,0.7,0.8377358490566038,0.8099999999999999,0.6533333333333333,0.5555907172995781
Özlüce,22460.0,128.4,3+1,0.6673700364473432,0.65,0.739622641509434,0.71,0.9624999999999999,0.5924683544303798
Özlüce,10400.0,54.0,1+1,0.898714751582582,0.6599999999999999,0.8,0.6799999999999999,0.8008333333333333,0.6263713080168776
Özlüce,16430.0,87.0,2+1,0.7830423940149626,0.58,0.7207547169811321,0.62,0.8033333333333333,0.5882489451476793
Özlüce,10560.0,49.3,1+1,0.895645501630539,0.61,0.6113207547169811,0.5900000000000001,0.8758333333333332,0.6066877637130801
Özlüce,32710.0,169.7,4+1,0.4707462113945905,0.64,0.7924528301886793,0.73,0.815,0.6393459915611814
Özlüce,8750.0,47.2,1+1,0.9303663917130252,0.6799999999999999,0.8452830188679246,0.65,0.7774999999999999,0.550126582278481
Özlüce,13720.0,75.1,2+1,0.8350278150776904,0.6900000000000001,0.7773584905660378,0.71,0.7474999999999999,0.6677848101265823
Özlüce,16120.0,80.9,2+1,0.7889890657970459,0.6,0.8188679245283019,0.6,0.8666666666666666,0.6915400843881856
Özlüce,13490.0,89.3,2+1,0.8394398618837522,0.6599999999999999,0.8188679245283019,0.75,0.8574999999999999,0.6487974683544304
Özlüce,12260.0,80.6,2+1,0.8630347208900825,0.65,0.7283018867924529,0.7,0.4808333333333333,0.5903586497890296
Özlüce,21570.0,110.6,3+1,0.6844427393055822,0.63,0.769811320754717,0.65,0.745,0.5910548523206751
Özlüce,7550.0,48.4,1+1,0.9533857663533474,0.58,0.7924528301886793,0.6599999999999999,0.5766666666666665,0.5376160337552743
Özlüce,28110.0,137.4,4+1,0.5589871475158259,0.5900000000000001,0.8226415094339623,0.72,0.7633333333333332,0.6875527426160337
Özlüce,17630.0,81.1,2+1,0.7600230193746403,0.6,0.7358490566037736,0.6,0.9133333333333332,0.7353586497890297
Özlüce,14900.0,110.7,3+1,0.8123920966813735,0.62,0.7547169811320755,0.74,0.7266666666666666,0.6530168776371308
Özlüce,17990.0,119.7,3+1,0.7531172069825436,0.7,0.7735849056603774,0.73,0.9624999999999999,0.7172362869198312
Özlüce,21190.0,147.9,4+1,0.6917322079416843,0.64,0.7849056603773585,0.67,0.8524999999999999,0.6001265822784809
Özlüce,7850.0,56.8,1+1,0.9476309226932669,0.74,0.7471698113207548,0.76,0.5066666666666666,0.6503586497890295
Özlüce,15620.0,84.1,2+1,0.7985804718971801,0.5900000000000001,0.8113207547169812,0.71,0.9133333333333332,0.6431012658227848
Özlüce,11900.0,70.9,2+1,0.8699405332821791,0.5900000000000001,0.7584905660377359,0.79,0.48166666666666663,0.5724683544303798
Özlüce,14680.0,92.2,2+1,0.8166123153654326,0.61,0.7056603773584906,0.73,0.5483333333333333,0.6962236286919832
Özlüce,11830.0,71.1,2+1,0.871283330136198,0.67,0.7773584905660378,0.63,1.0,0.6582489451476793
Özlüce,20130.0,155.9,4+1,0.7120659888739689,0.64,0.7660377358490567,0.74,0.5958333333333332,0.6693459915611815
Özlüce,34170.0,167.2,4+1,0.4427393055821983,0.61,0.7207547169811321,0.8099999999999999,1.0,0.5809071729957807
Özlüce,16090.0,84.5,2+1,0.7895645501630539,0.54,0.7471698113207548,0.76,0.7399999999999999,0.7166877637130802
Özlüce,13980.0,71.7,2+1,0.8300402839056206,0.62,0.7207547169811321,0.6799999999999999,0.8833333333333333,0.5497257383966245
Özlüce,17410.0,107.0,3+1,0.7642432380586994,0.67,0.6641509433962264,0.75,0.82,0.6451265822784811
Özlüce,27410.0,166.0,4+1,0.5724151160560138,0.73,0.7509433962264151,0.78,0.8833333333333333,0.5931645569620253
Özlüce,11220.0,52.3,1+1,0.8829848455783618,0.65,0.7622641509433963,0.72,0.9158333333333333,0.5498101265822786
Özlüce,13720.0,89.1,2+1,0.8350278150776904,0.71,0.7245283018867925,0.6900000000000001,0.4483333333333333,0.5171518987341772
Özlüce,21860.0,107.7,3+1,0.6788797237675044,0.5,0.7358490566037736,0.63,0.8266666666666667,0.6303586497890296
Özlüce,16610.0,77.4,2+1,0.7795894878189142,0.73,0.8301886792452831,0.79,0.7916666666666666,0.7435654008438819
Özlüce,12170.0,71.7,2+1,0.8647611739881067,0.6,0.7811320754716982,0.73,0.8316666666666667,0.495042194092827
Özlüce,19280.0,161.5,4+1,0.7283713792441973,0.73,0.8037735849056604,0.74,0.7316666666666667,0.5532489451476793
Özlüce,33480.0,169.9,4+1,0.45597544600038364,0.6900000000000001,0.8226415094339623,0.6599999999999999,0.7,0.659662447257384
Özlüce,26730.0,160.2,4+1,0.5854594283521964,0.5900000000000001,0.8679245283018868,0.67,0.7516666666666666,0.5337974683544303
Özlüce,17200.0,106.7,3+1,0.7682716286207558,0.63,0.8150943396226416,0.5900000000000001,0.685,0.5570042194092827
Özlüce,16790.0,71.3,2+1,0.7761365816228659,0.58,0.8075471698113208,0.76,0.8008333333333333,0.575126582278481
Özlüce,12880.0,89.3,2+1,0.851141377325916,0.6900000000000001,0.8301886792452831,0.7,0.8291666666666666,0.6237974683544303
Özlüce,12020.0,75.3,2+1,0.867638595818147,0.6900000000000001,0.8,0.6799999999999999,0.7849999999999999,0.596139240506329
Özlüce,13510.0,83.3,2+1,0.8390562056397468,0.5700000000000001,0.879245283018868,0.6900000000000001,0.8691666666666666,0.6286497890295359
Özlüce,14690.0,75.4,2+1,0.8164204872434299,0.5900000000000001,0.7735849056603774,0.74,0.7541666666666667,0.6627848101265823
Özlüce,14290.0,85.5,2+1,0.8240936121235374,0.64,0.6716981132075472,0.6900000000000001,0.745,0.6583333333333333
Özlüce,14540.0,80.9,2+1,0.8192979090734702,0.73,0.7735849056603774,0.65,0.8691666666666666,0.6440295358649789
Özlüce,24200.0,119.3,3+1,0.6339919432188759,0.71,0.7433962264150944,0.77,0.6933333333333332,0.6487974683544304
Özlüce,14030.0,82.9,2+1,0.8290811432956071,0.65,0.6754716981132076,0.6599999999999999,0.7283333333333333,0.6337974683544303
Özlüce,17940.0,83.6,2+1,0.754076347592557,0.62,0.7849056603773585,0.7,0.6933333333333332,0.7065400843881856
Özlüce,9070.0,48.3,1+1,0.9242278918089392,0.6900000000000001,0.7660377358490567,0.6,0.6533333333333333,0.6043459915611814
Özlüce,13180.0,64.0,1+1,0.8453865336658354,0.6799999999999999,0.7773584905660378,0.6,0.9508333333333332,0.7277848101265822
Özlüce,19130.0,126.6,3+1,0.7312488010742375,0.6799999999999999,0.7962264150943397,0.79,0.57,0.7428691983122363
Özlüce,15520.0,94.0,2+1,0.800498753117207,0.6900000000000001,0.7622641509433963,0.8400000000000001,0.8641666666666666,0.64457805907173
Özlüce,9470.0,62.8,1+1,0.9165547669288318,0.64,0.8264150943396227,0.76,0.7849999999999999,0.5634810126582279
Özlüce,27410.0,125.9,3+1,0.5724151160560138,0.7,0.7547169811320755,0.73,0.9391666666666667,0.7053586497890295
Özlüce,10830.0,81.3,2+1,0.8904661423364665,0.73,0.7132075471698114,0.71,0.6325,0.6448945147679325
Özlüce,8780.0,61.1,1+1,0.9297909073470171,0.6,0.8679245283018868,0.5900000000000001,0.7708333333333334,0.5990295358649789
Özlüce,12980.0,81.8,2+1,0.8492230961058891,0.74,0.8113207547169812,0.6900000000000001,0.82,0.5771518987341773
Özlüce,9590.0,58.4,1+1,0.9142528294647996,0.64,0.7773584905660378,0.6799999999999999,0.8266666666666667,0.685126582278481
Özlüce,19850.0,120.7,3+1,0.7174371762900441,0.67,0.8264150943396227,0.67,0.6766666666666666,0.6642616033755274
Özlüce,16210.0,76.2,2+1,0.7872626126990216,0.64,0.8188679245283019,0.64,0.9275,0.6451265822784811
Özlüce,7790.0,52.1,1+1,0.9487818914252829,0.6,0.7962264150943397,0.7,0.7541666666666667,0.6230168776371308
Özlüce,8200.0,51.7,1+1,0.9409169384231728,0.74,0.7547169811320755,0.73,0.7241666666666666,0.5250421940928269
Özlüce,13740.0,79.0,2+1,0.834644158833685,0.58,0.8716981132075472,0.62,0.6208333333333333,0.5664556962025317
Özlüce,9690.0,61.0,1+1,0.9123345482447727,0.71,0.7660377358490567,0.63,0.605,0.65957805907173
Özlüce,12590.0,113.4,3+1,0.8567043928639939,0.5700000000000001,0.7547169811320755,0.7,0.5716666666666667,0.6672362869198312
Özlüce,11810.0,55.3,1+1,0.8716669863802033,0.61,0.8339622641509434,0.71,0.85,0.5609071729957806
